Approved symbol,Approved name,Accession numbers,RefSeq IDs
C18orf58,"symbol withdrawn, see [HGNC:26270](/data/gene-symbol-report/#!/hgnc_id/HGNC:26270)"
C18orf61,chromosome 18 open reading frame 61
C18orf63,chromosome 18 open reading frame 63,,NM_001174123
C19orf8,chromosome 19 open reading frame 8
C19orf9,"symbol withdrawn, see [HGNC:13175](/data/gene-symbol-report/#!/hgnc_id/HGNC:13175)"
C19orf12,chromosome 19 open reading frame 12,AK057185,NM_031448
C19orf17,"symbol withdrawn, see [HGNC:23114](/data/gene-symbol-report/#!/hgnc_id/HGNC:23114)"
C19orf18,chromosome 19 open reading frame 18,BC033933,NM_152474
C19orf25,chromosome 19 open reading frame 25,AK075267,NM_152482
C19orf31,chromosome 19 open reading frame 31
C19orf33,chromosome 19 open reading frame 33,AF213678,NM_033520
C19orf38,chromosome 19 open reading frame 38,,NM_001136482
C19orf44,chromosome 19 open reading frame 44,AK025395,NM_032207
C19orf47,chromosome 19 open reading frame 47,AL834131,NM_178830
C19orf49,"symbol withdrawn, see [HGNC:3233](/data/gene-symbol-report/#!/hgnc_id/HGNC:3233)"
C19orf53,chromosome 19 open reading frame 53,AF078852,NM_014047
C19orf64,"symbol withdrawn, see [HGNC:18183](/data/gene-symbol-report/#!/hgnc_id/HGNC:18183)"
C19orf67,chromosome 19 open reading frame 67,,NM_001277378
C19orf73,chromosome 19 open reading frame 73,AK001352,NM_018111
C19orf81,chromosome 19 open reading frame 81,,NM_001195076
C19orf84,chromosome 19 open reading frame 84,"BC043532, BC085012",NM_001193623
C19orf85,chromosome 19 open reading frame 85
C20orf66,chromosome 20 open reading frame 66
C20orf96,chromosome 20 open reading frame 96,AL034548,NM_153269
C20orf109,chromosome 20 open reading frame 109
C20orf141,chromosome 20 open reading frame 141,,NM_080739
C20orf144,chromosome 20 open reading frame 144,AL121906,NM_080825
C20orf157,"symbol withdrawn, see [HGNC:34344](/data/gene-symbol-report/#!/hgnc_id/HGNC:34344)"
C20orf159,"symbol withdrawn, see [HGNC:23062](/data/gene-symbol-report/#!/hgnc_id/HGNC:23062)"
C20orf173,chromosome 20 open reading frame 173,AL121586,NM_001145350
C20orf176,"symbol withdrawn, see [HGNC:16168](/data/gene-symbol-report/#!/hgnc_id/HGNC:16168)"
C20orf202,chromosome 20 open reading frame 202,,NM_001009612
C20orf203,chromosome 20 open reading frame 203,AK091025,NM_182584
C20orf204,chromosome 20 open reading frame 204,,NM_001348090
C21orf14,"symbol withdrawn, see [HGNC:16459](/data/gene-symbol-report/#!/hgnc_id/HGNC:16459)"
C21orf32,chromosome 21 open reading frame 32
C21orf58,chromosome 21 open reading frame 58,,NM_058180
C21orf69,"symbol withdrawn, see [HGNC:15707](/data/gene-symbol-report/#!/hgnc_id/HGNC:15707)"
C21orf72,chromosome 21 open reading frame 72
C21orf79,chromosome 21 open reading frame 79
C21orf81,"symbol withdrawn, see [HGNC:42024](/data/gene-symbol-report/#!/hgnc_id/HGNC:42024)"
C21orf85,"symbol withdrawn, see [HGNC:16417](/data/gene-symbol-report/#!/hgnc_id/HGNC:16417)"
C21orf86,chromosome 21 open reading frame 86
C21orf91,chromosome 21 open reading frame 91,AF239726,NM_017447
C21orf95,"symbol withdrawn, see [HGNC:16274](/data/gene-symbol-report/#!/hgnc_id/HGNC:16274)"
C21orf97,"symbol withdrawn, see [HGNC:8819](/data/gene-symbol-report/#!/hgnc_id/HGNC:8819)"
C21orf98,"symbol withdrawn, see [HGNC:13082](/data/gene-symbol-report/#!/hgnc_id/HGNC:13082)"
C21orf112,"symbol withdrawn, see [HGNC:1623](/data/gene-symbol-report/#!/hgnc_id/HGNC:1623)"
C21orf114,chromosome 21 open reading frame 114
C21orf115,"symbol withdrawn, see [HGNC:14616](/data/gene-symbol-report/#!/hgnc_id/HGNC:14616)"
C21orf120,"symbol withdrawn, see [HGNC:1305](/data/gene-symbol-report/#!/hgnc_id/HGNC:1305)"
C21orf124,"symbol withdrawn, see [HGNC:8819](/data/gene-symbol-report/#!/hgnc_id/HGNC:8819)"
C21orf140,chromosome 21 open reading frame 140
C22orf12,"symbol withdrawn, see [HGNC:2847](/data/gene-symbol-report/#!/hgnc_id/HGNC:2847)"
C22orf15,chromosome 22 open reading frame 15,AB050773,NM_182520
C22orf23,chromosome 22 open reading frame 23,AF324466,NM_032561
C22orf31,chromosome 22 open reading frame 31,AL035364,NM_015370
C22orf35,"symbol withdrawn, see [HGNC:33425](/data/gene-symbol-report/#!/hgnc_id/HGNC:33425)"
C22orf39,chromosome 22 open reading frame 39,,NM_173793
C22orf42,chromosome 22 open reading frame 42,BC040263,NM_001010859
CA1,carbonic anhydrase 1,M33987,NM_001738
CA2,carbonic anhydrase 2,J03037,NM_000067
CA3,carbonic anhydrase 3,AJ006473,NM_005181
CA4,carbonic anhydrase 4,L10955,NM_000717
CA5A,carbonic anhydrase 5A,L19297,NM_001739
CA5B,carbonic anhydrase 5B,AB021660,NM_007220
CA6,carbonic anhydrase 6,M57892
CA7,carbonic anhydrase 7
CA8,carbonic anhydrase 8,L04656
CA9,carbonic anhydrase 9,X66839,NM_001216
CA10,carbonic anhydrase 10,AF288385,NM_020178
CA11,carbonic anhydrase 11,AF067662,NM_001217
CA12,carbonic anhydrase 12,AF051882,NM_001218
CA13,carbonic anhydrase 13,BC052602,NM_198584
CA14,carbonic anhydrase 14,AB025904,NM_012113
CAAP1,caspase activity and apoptosis inhibitor 1,BC014658,NM_024828
CAB39,calcium binding protein 39,AF113536,NM_016289
CAB39L,calcium binding protein 39 like,AK022639,NM_030925
CABCOCO1,ciliary associated calcium binding coiled-coil 1,BC041932,NM_173554
CABIN1,calcineurin binding protein 1,AF072441,NM_012295
CABLES1,Cdk5 and Abl enzyme substrate 1,BC037218,NM_138375
CABLES2,Cdk5 and Abl enzyme substrate 2,BC003122,NM_031215
CABP1,calcium binding protein 1,AF169148,NM_001033677
CABP2,calcium binding protein 2,AF169154
CABP4,calcium binding protein 4,AC005849
CABP5,calcium binding protein 5,AF169159,NM_019855
CABP7,calcium binding protein 7,BC051805,NM_182527
CABS1,"calcium binding protein, spermatid associated 1",AF380838,NM_033122
CABYR,calcium binding tyrosine phosphorylation regulated,AF088868,NM_153770
CACFD1,calcium channel flower domain containing 1,,NM_017586
CACHD1,cache domain containing 1,AB046793,NM_020925
CACNA1A,calcium voltage-gated channel subunit alpha1 A,U79666,NM_000068
CACNA1B,calcium voltage-gated channel subunit alpha1 B,AB209467,NM_000718
CACNA1C,calcium voltage-gated channel subunit alpha1 C,AF070589,NM_000719
CACNA1D,calcium voltage-gated channel subunit alpha1 D,AB209171,NM_000720
CACNA1E,calcium voltage-gated channel subunit alpha1 E,AK096563,NM_000721
CACNA1F,calcium voltage-gated channel subunit alpha1 F,AA019975,NM_005183
CACNA1G,calcium voltage-gated channel subunit alpha1 G,AC004590,NM_018896
CACNA1H,calcium voltage-gated channel subunit alpha1 H,AL031703,NM_001005407
CACNA1I,calcium voltage-gated channel subunit alpha1 I,AF129133,NM_001003406
CACNA1S,calcium voltage-gated channel subunit alpha1 S,L33798,NM_000069
CACNA2D1,calcium voltage-gated channel auxiliary subunit alpha2delta 1,M76559,NM_000722
CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2,AF040709,NM_006030
CACNA2D3,calcium voltage-gated channel auxiliary subunit alpha2delta 3,AJ272268
CACNA2D4,calcium voltage-gated channel auxiliary subunit alpha2delta 4,AF516695
CACNB1,calcium voltage-gated channel auxiliary subunit beta 1
CACNB2,calcium voltage-gated channel auxiliary subunit beta 2,U95019,NM_000724
CACNB3,calcium voltage-gated channel auxiliary subunit beta 3
CACNB4,calcium voltage-gated channel auxiliary subunit beta 4,AF038852,NM_000726.3
CACNG1,calcium voltage-gated channel auxiliary subunit gamma 1,L07738
CACNG2,calcium voltage-gated channel auxiliary subunit gamma 2,AF096322
CACNG3,calcium voltage-gated channel auxiliary subunit gamma 3,AF131911,NM_006539
CACNG4,calcium voltage-gated channel auxiliary subunit gamma 4,AH008289,NM_014405
CACNG5,calcium voltage-gated channel auxiliary subunit gamma 5,AF148220,"NM_014404, NM_145811"
CACNG6,calcium voltage-gated channel auxiliary subunit gamma 6,AF288386
CACNG7,calcium voltage-gated channel auxiliary subunit gamma 7,AF288387
CACNG8,calcium voltage-gated channel auxiliary subunit gamma 8,AF288388
CACTIN,"cactin, spliceosome C complex subunit",BC019848
CACUL1,CDK2 associated cullin domain 1,AK097728,NM_153810
CACYBP,calcyclin binding protein,BC022352,NM_014412
CAD,"carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase",D78586
CADM1,cell adhesion molecule 1,AB017563,NM_014333
CADM2,cell adhesion molecule 2,AF538973,NM_153184
CADM3,cell adhesion molecule 3,AY046418,NM_021189
CADM4,cell adhesion molecule 4,AF363368,NM_145296
CADPS,calcium dependent secretion activator,U36448,"NM_003716, NM_183393, NM_183394"
CADPS2,calcium dependent secretion activator 2,,NM_017954
CAGE1,cancer antigen 1,BC026194,NM_175745
CALB1,calbindin 1,,NM_004929
CALB2,calbindin 2,X56667,NM_001740
CALCA,calcitonin related polypeptide alpha,"X00356, M64486",NM_001741
CALCB,calcitonin related polypeptide beta,,NM_000728
CALCOCO1,calcium binding and coiled-coil domain 1,AL136895,NM_020898
CALCOCO2,calcium binding and coiled-coil domain 2,BC004130,NM_005831
CALCR,calcitonin receptor,L00587,NM_001742
CALCRL,calcitonin receptor like receptor,U17473,NM_005795
CALD1,caldesmon 1,M64110,NM_033138
CALHM1,calcium homeostasis modulator 1,BC036208,NM_001001412
CALHM2,calcium homeostasis modulator family member 2,BC000039,NM_015916
CALHM3,calcium homeostasis modulator 3,BC043367,NM_182494
CALHM4,calcium homeostasis modulator family member 4,AK056801,NM_153036
CALHM5,calcium homeostasis modulator family member 5,BC032556,NM_153711
CALHM6,calcium homeostasis modulator family member 6,AF086130,NM_001010919
CALM1,calmodulin 1
CALM2,calmodulin 2,,NM_001743
CALM3,calmodulin 3
CALML3,calmodulin like 3,X13461,NM_005185
CALML4,calmodulin like 4,AF308287,NM_033429
CALML5,calmodulin like 5,AF172852,NM_017422
CALML6,calmodulin like 6,AF490905,NM_138705
CALN1,calneuron 1,AF282250,NM_031468
CALR,calreticulin,M84739,NM_004343
CALR3,calreticulin 3,AK058084,NM_145046
CALU,calumenin,AF013759,NM_001219
CALY,calcyon neuron specific vesicular protein,AF225903,NM_015722
CAMK1,calcium/calmodulin dependent protein kinase I,L41816,NM_003656
CAMK1D,calcium/calmodulin dependent protein kinase ID,AF286366,NM_020397
CAMK1G,calcium/calmodulin dependent protein kinase IG,,NM_020439
CAMK2A,calcium/calmodulin dependent protein kinase II alpha,AB023185,NM_015981
CAMK2B,calcium/calmodulin dependent protein kinase II beta,U50358,NM_172084
CAMK2D,calcium/calmodulin dependent protein kinase II delta,U50361
CAMK2G,calcium/calmodulin dependent protein kinase II gamma,U81554,NM_172169
CAMK2N1,calcium/calmodulin dependent protein kinase II inhibitor 1,AY204901,NM_018584
CAMK2N2,calcium/calmodulin dependent protein kinase II inhibitor 2,AY037149,NM_033259
CAMK4,calcium/calmodulin dependent protein kinase IV,D30742,NM_001744
CAMKK1,calcium/calmodulin dependent protein kinase kinase 1,AL136576,"NM_032294, NM_172206, NM_172207"
CAMKK2,calcium/calmodulin dependent protein kinase kinase 2,AF101264,NM_172226
CAMKMT,calmodulin-lysine N-methyltransferase,,NM_024766
CAMKV,CaM kinase like vesicle associated,BC017363,NM_024046
CAMLG,calcium modulating ligand,AF068179.1,NM_001745
CAMP,cathelicidin antimicrobial peptide,BC055089,NM_004345
CAMSAP1,calmodulin regulated spectrin associated protein 1,AJ519841,NM_015447
CAMSAP2,calmodulin regulated spectrin associated protein family member 2,AB029001,NM_203459
CAMSAP3,calmodulin regulated spectrin associated protein family member 3,AB040976,NM_001080429
CAMTA1,calmodulin binding transcription activator 1,AB020640,NM_015215
CAMTA2,calmodulin binding transcription activator 2,AB020716,NM_015099
CAND1,cullin associated and neddylation dissociated 1,,NM_018448
CAND2,cullin associated and neddylation dissociated 2 (putative),,NM_001162499
CANT1,calcium activated nucleotidase 1,AJ312208,NM_138793
CANX,calnexin,L18887,NM_001024649
CAP1,cyclase associated actin cytoskeleton regulatory protein 1,L12168,NM_006367
CAP2,cyclase associated actin cytoskeleton regulatory protein 2,BC008481
CAPG,"capping actin protein, gelsolin like",M94345,NM_001747
CAPN1,calpain 1,X04366
CAPN2,calpain 2,J04700,NM_001748
CAPN3,calpain 3,X85030
CAPN5,calpain 5,,NM_004055
CAPN6,calpain 6,AF029232
CAPN7,calpain 7,AB028639,NM_014296
CAPN8,calpain 8,,NM_001143962
CAPN9,calpain 9,AF022799,NM_006615
CAPN10,calpain 10,AF089088,NM_023083
CAPN11,calpain 11,AJ242832
CAPN12,calpain 12,BC014027
CAPN13,calpain 13,,NM_144575
CAPN14,calpain 14,AC015980,NM_001145122
CAPN15,calpain 15,U85647,NM_005632
CAPNS1,calpain small subunit 1,X04106
CAPNS2,calpain small subunit 2,AY052551,NM_032330
CAPRIN1,cell cycle associated protein 1,BC001731,NM_005898
CAPRIN2,caprin family member 2,AY074491,NM_023925
CAPS,calcyphosine,X97966,NM_004058
CAPS2,calcyphosine 2,AF251056
CAPSL,calcyphosine like,BC017586,NM_144647
CAPZA1,capping actin protein of muscle Z-line subunit alpha 1,U56637,NM_006135
CAPZA2,capping actin protein of muscle Z-line subunit alpha 2,,NM_006136
CAPZA3,capping actin protein of muscle Z-line subunit alpha 3,AB053259,NM_033328
CAPZB,capping actin protein of muscle Z-line subunit beta,U03271
CARD6,caspase recruitment domain family member 6,AF356193
CARD8,caspase recruitment domain family member 8,AB023172,NM_014959
CARD9,caspase recruitment domain family member 9,AF311287,NM_052813
CARD10,caspase recruitment domain family member 10,AF086324,NM_014550
CARD11,caspase recruitment domain family member 11,AF322641,NM_032415
CARD14,caspase recruitment domain family member 14,AF322642
CARD16,caspase recruitment domain family member 16
CARD18,caspase recruitment domain family member 18,AY358231,NM_021571
CARD19,caspase recruitment domain family member 19,AK057716,NM_032310
CARF,calcium responsive transcription factor,AB053309,NM_001104586
CARHSP1,calcium regulated heat stable protein 1,AF115345,NM_014316
CARM1,coactivator associated arginine methyltransferase 1,AF055027,NM_199141
CARMIL1,capping protein regulator and myosin 1 linker 1,AK000055,NM_017640
CARMIL2,capping protein regulator and myosin 1 linker 2,AB113647,NM_001013838
CARMIL3,capping protein regulator and myosin 1 linker 3,AI017934,NM_138360
CARNMT1,carnosine N-methyltransferase 1,AK098661,NM_152420
CARNS1,carnosine synthase 1,,NM_020811
CARS1,cysteinyl-tRNA synthetase 1,AF288207,NM_001751
CARS2,"cysteinyl-tRNA synthetase 2, mitochondrial",BC007220,NM_024537
CARTPT,CART prepropeptide,U16826,NM_004291
CASC3,CASC3 exon junction complex subunit,X80199,NM_007359
CASD1,CAS1 domain containing 1,AF355594,NM_022900
CASK,calcium/calmodulin dependent serine protein kinase,AF035582,NM_003688
CASKIN1,CASK interacting protein 1,AF451977,NM_020764
CASKIN2,CASK interacting protein 2,AB032965,NM_020753
CASP1,caspase 1,U13697,NM_033292
CASP2,caspase 2,"AK096245, BC002427, BM998653, BX537669, CB988674, U13021",NM_032982
CASP3,caspase 3,BC016926,NM_004346
CASP4,caspase 4,U25804,NM_001225
CASP5,caspase 5,,NM_004347
CASP6,caspase 6,U20536,NM_001226
CASP7,caspase 7,U37448,NM_033338
CASP8,caspase 8,U60520,NM_001228
CASP8AP2,caspase 8 associated protein 2,AB037736,NM_001137667
CASP9,caspase 9,U60521,NM_032996
CASP10,caspase 10,U60519,NM_032977
CASP12,caspase 12 (gene/pseudogene),AF464191,NM_001191016
CASP14,caspase 14,,NM_012114
CASQ1,calsequestrin 1,S73775,NM_001231
CASQ2,calsequestrin 2,BC022288,NM_001232
CASR,calcium sensing receptor,U20760,NM_000388
CASS4,Cas scaffold protein family member 4,AJ276678,NM_020356
CAST,calpastatin,AF327443,NM_173062
CASTOR1,cytosolic arginine sensor for mTORC1 subunit 1,,NM_001037666
CASTOR2,cytosolic arginine sensor for mTORC1 subunit 2,BC147030,NM_001145064
CASZ1,castor zinc finger 1,AK000328,NM_017766
CAT,catalase,AY028632,NM_001752
CATIP,ciliogenesis associated TTC17 interacting protein,BC052750,NM_198559
CATSPER1,cation channel sperm associated 1,AF407333,NM_053054
CATSPER2,cation channel sperm associated 2,AF411817,NM_172095
CATSPER3,cation channel sperm associated 3,AF432876,NM_178019
CATSPER4,cation channel sperm associated 4,BN000273,NM_198137
CATSPERB,cation channel sperm associated auxiliary subunit beta,AK024360,NM_024764
CATSPERD,cation channel sperm associated auxiliary subunit delta,BC043005,NM_152784
CATSPERE,catsper channel auxiliary subunit epsilon,BC032859,NM_173807
CATSPERG,cation channel sperm associated auxiliary subunit gamma,AK128220,NM_021185
CATSPERZ,catsper channel auxiliary subunit zeta,,NM_001039496
CAV1,caveolin 1,AF125348,NM_001753
CAV2,caveolin 2,AF035752,NM_001233
CAV3,caveolin 3,AF043101,NM_033337
CAVIN1,caveolae associated protein 1,AF000421,NM_012232
CAVIN2,caveolae associated protein 2,AF085481,NM_004657
CAVIN3,caveolae associated protein 3,AF339881,NM_145040
CAVIN4,caveolae associated protein 4,BC090888,NM_001018116
CBARP,CACN subunit beta associated regulatory protein,BC028156,NM_152769
CBFA2T2,CBFA2/RUNX1 partner transcriptional co-repressor 2,AF052210,NM_001032999
CBFA2T3,CBFA2/RUNX1 partner transcriptional co-repressor 3,AF052213,NM_005187
CBFB,core-binding factor subunit beta,BC018509,NM_001755
CBL,Cbl proto-oncogene,X57110,NM_005188
CBLB,Cbl proto-oncogene B,U26710,NM_170662
CBLC,Cbl proto-oncogene C,AB028645,NM_012116
CBLIF,cobalamin binding intrinsic factor,X76562,NM_005142
CBLL1,Cbl proto-oncogene like 1,AK026762,NM_024814
CBLL2,Cbl proto-oncogene like 2,AK098601,NM_152577
CBLN1,cerebellin 1 precursor,M58583,NM_004352
CBLN2,cerebellin 2 precursor,BC035789,NM_182511
CBLN3,cerebellin 3 precursor,AY359070,NM_001039771
CBLN4,cerebellin 4 precursor,AY358527,NM_080617
CBR1,carbonyl reductase 1
CBR3,carbonyl reductase 3,AB004854
CBR4,carbonyl reductase 4,BC021973,NM_032783
CBS,cystathionine beta-synthase,L14577,NM_000071
CBSL,cystathionine beta-synthase like
CBWD7,"symbol withdrawn, see [HGNC:31978](/data/gene-symbol-report/#!/hgnc_id/HGNC:31978)"
CBX1,chromobox 1,U35451,NM_006807
CBX2,chromobox 2,"BC004252, BG354579",NM_032647
CBX3,chromobox 3,U26312,NM_007276
CBX4,chromobox 4,AF013956,NM_003655
CBX5,chromobox 5,U26311,NM_012117
CBX6,chromobox 6,,NM_014292
CBX7,chromobox 7,,NM_175709
CBX8,chromobox 8,AF174482,NM_020649
CBY1,"chibby 1, beta catenin antagonist",BK005534,NM_015373
CBY2,chibby family member 2,AK093129,NM_152719
CBY3,chibby family member 3,,NM_001164444
CC2D1A,coiled-coil and C2 domain containing 1A,AF536205,NM_017721
CC2D1B,coiled-coil and C2 domain containing 1B,AB058739,NM_032449
CC2D2A,coiled-coil and C2 domain containing 2A,"AB037766, EU450799",NM_001080522
CC2D2B,coiled-coil and C2 domain containing 2B,BC075861,NM_001349008
CCAR1,cell division cycle and apoptosis regulator 1,AY249140,NM_018237
CCAR2,cell cycle and apoptosis regulator 2,AL834351,NM_021174
CCBE1,collagen and calcium binding EGF domains 1,AB075863,NM_133459
CCDC3,coiled-coil domain containing 3,BC051334,NM_031455
CCDC6,coiled-coil domain containing 6,S72869,NM_005436
CCDC7,coiled-coil domain containing 7,BC022020,NM_145023
CCDC8,coiled-coil domain containing 8,BC025243,NM_032040
CCDC9,coiled-coil domain containing 9,AL050284,NM_015603
CCDC9B,coiled-coil domain containing 9B,AK124643,NM_207380
CCDC12,coiled-coil domain containing 12,BC020830,NM_144716
CCDC13,coiled-coil domain containing 13,AK058196,NM_144719
CCDC14,coiled-coil domain containing 14,AL122079,NM_022757
CCDC15,coiled-coil domain containing 15,BC018540,NM_025004
CCDC17,coiled-coil domain containing 17,,NM_152500
CCDC18,coiled-coil domain containing 18,,NM_206886
CCDC22,coiled-coil domain containing 22,BC000972,NM_014008
CCDC24,coiled-coil domain containing 24,,NM_152499
CCDC25,coiled-coil domain containing 25,AK001715,NM_018246
CCDC27,coiled-coil domain containing 27,,NM_152492
CCDC28A,coiled-coil domain containing 28A,AY167571,NM_015439
CCDC28B,coiled-coil domain containing 28B,BC022848,NM_024296
CCDC30,coiled-coil domain containing 30,AY639646,NM_025030
CCDC32,coiled-coil domain containing 32,BC012189,NM_052849
CCDC33,coiled-coil domain containing 33,BC025689,NM_182791
